Order Number,Order Date,Sales Channel,Currency,Warehouse,Order Quantity,Unit Price,Line Total,Total Unit Cost,Customer Names,Product Name,name,county,state_code,state,type,latitude,longitude,population,households,median_income,Profit,Profit Margin (%)
SO - 0005431,2014-01-03,Wholesale,USD,NXH382,5,5514.1,27570.5,2536.486,Buzzshare Company,Product 20,Gresham,Multnomah County,OR,Oregon,City,45.49818,-122.43148,110553,38773,46956,25034.014,90.8
SO - 0004965,2014-01-03,Distributor,USD,AXW291,7,3825.7,26779.9,1874.593,True Ltd,Product 4,Brookline (CDP),Norfolk County,MA,Massachusetts,CDP,42.33176,-71.12116,59016,25324,95518,24905.307,93.0
SO - 0004622,2014-01-03,Wholesale,USD,GUT930,11,2318.2,25500.2,1947.288,Centizu Company,Product 3,Joliet,Kendall County/Will County,IL,Illinois,City,41.5177,-88.14885,147861,46895,60976,23552.912,92.36
SO - 0004070,2014-01-03,Distributor,USD,NXH382,6,2646.5,15879.0,1243.855,Kazu Corp,Product 19,Sioux Falls,Minnehaha County/Lincoln County,SD,South Dakota,City,43.53834,-96.732,171544,65538,52494,14635.145,92.17
SO - 0003853,2014-01-03,Distributor,USD,NXH382,9,1809.0,16281.0,1338.66,Talane Group,Product 3,Jackson,Ocean County,NJ,New Jersey,Township,40.0908,-74.36126,56416,20131,84871,14942.34,91.78
SO - 0004109,2014-01-03,Wholesale,USD,AXW291,9,1989.9,17909.1,1591.92,Browsebug Company,Product 13,San Jose,Santa Clara County,CA,California,City,37.33939,-121.89496,1026908,314297,84647,16317.18,91.11
SO - 000717,2014-01-03,Wholesale,USD,AXW291,5,2291.4,11457.0,1581.066,Ozu Ltd,Product 22,Knight,Vanderburgh County,IN,Indiana,Township,37.96821,-87.49674,68081,28952,38154,9875.934,86.2
SO - 0010605,2014-01-03,Wholesale,USD,NXH382,5,1065.3,5326.5,543.303,SAFEWAY Ltd,Product 5,Spring Hill,Hernando County,FL,Florida,CDP,28.47689,-82.52546,100270,39038,41308,4783.197,89.8
SO - 0009496,2014-01-03,Distributor,USD,GUT930,6,5386.8,32320.8,3070.476,Roberts Company,Product 25,West Allis,Milwaukee County,WI,Wisconsin,City,43.01668,-88.00703,60620,27457,45221,29250.324,90.5
SO - 0010373,2014-01-03,Wholesale,USD,AXW291,10,3906.1,39061.0,2695.209,Dynazzy Company,Product 25,Santa Fe,Santa Fe County,NM,New Mexico,City,35.68698,-105.9378,84099,35592,50737,36365.791,93.1
SO - 0010022,2014-01-03,Wholesale,USD,AXW291,5,247.9,1239.5,185.925,Aibox Company,Product 2,Fargo,Cass County,ND,North Dakota,City,46.87719,-96.7898,118523,49962,46175,1053.575,85.0
SO - 0002802,2014-01-03,Distributor,USD,AXW291,7,2559.4,17915.8,1612.422,BTA Corp,Product 25,Du Page,Will County,IL,Illinois,Township,41.68366,-88.08834,88783,27285,76058,16303.378,91.0
SO - 0010083,2014-01-04,Distributor,USD,AXW291,10,1192.6,11926.0,954.08,Shuffledri Group,Product 6,The Villages,Sumter County/Marion County,FL,Florida,CDP,28.89895,-81.99374,61046,36306,56672,10971.92,92.0
SO - 0005897,2014-01-04,Wholesale,USD,FLR025,12,857.6,10291.2,548.864,Pixoboo Corp,Product 2,St. Louis,St. Louis city,MO,Missouri,City,38.62727,-90.19789,315685,139555,35599,9742.336,94.67
SO - 0004885,2014-01-04,Distributor,USD,FLR025,8,1139.0,9112.0,501.16,Jaxbean Group,Product 2,Los Angeles,Los Angeles County,CA,California,City,34.05223,-118.24368,3971883,1342761,50205,8610.84,94.5
SO - 0002164,2014-01-04,Wholesale,USD,AXW291,11,3772.1,41493.1,3093.122,Realbridge Corp,Product 6,Centreville,Fairfax County,VA,Virginia,CDP,38.84039,-77.42888,73677,24618,105278,38399.978,92.55
SO - 0006597,2014-01-04,Export,USD,NXH382,5,1922.9,9614.5,1538.32,Topiczoom Corp,Product 24,Evanston (Township),Cook County,IL,Illinois,Township,42.04639,-87.69435,75527,29263,70041,8076.18,84.0
SO - 0009909,2014-01-04,Wholesale,USD,AXW291,10,1045.2,10452.0,679.38,State Ltd,Product 25,Atlanta,DeKalb County/Fulton County,GA,Georgia,City,33.76291,-84.42267,463878,185820,47527,9772.62,93.5
SO - 0008682,2014-01-04,Wholesale,USD,AXW291,8,3819.0,30552.0,2635.11,Kaymbo Company,Product 4,West Haven (Town),New Haven County,CT,Connecticut,Town,41.27212,-72.9675,54927,20137,50846,27916.89,91.38
SO - 0008954,2014-01-04,Distributor,USD,AXW291,10,3939.6,39396.0,3348.66,Rhynoodle Ltd,Product 19,Amherst,Erie County,NY,New York,Town,43.01164,-78.75715,125109,49558,68294,36047.34,91.5
SO - 0010369,2014-01-04,Wholesale,USD,NXH382,11,6492.3,71415.3,3895.38,Aibox Company,Product 14,Highland,San Bernardino County,CA,California,City,34.12834,-117.20865,54854,15289,53851,67519.92,94.55
SO - 0010192,2014-01-04,Wholesale,USD,AXW291,11,1031.8,11349.8,567.49,Voolia Ltd,Product 29,Naperville (Township),DuPage County,IL,Illinois,Township,41.76635,-88.2009,102708,37133,88282,10782.31,95.0
SO - 0001080,2014-01-04,Distributor,USD,FLR025,7,3886.0,27202.0,2215.02,Buzzbean Group,Product 26,Santa Ana,Orange County,CA,California,City,33.74557,-117.86783,335400,74757,52253,24986.98,91.86
SO - 0007533,2014-01-04,Wholesale,USD,AXW291,6,2371.8,14230.8,1209.618,ALK-Abello Ltd,Product 4,Redmond,King County,WA,Washington,City,47.67399,-122.12151,60598,23389,103409,13021.182,91.5
SO - 0003540,2014-01-04,Export,USD,GUT930,5,1078.7,5393.5,528.563,Zoonoodle Ltd,Product 4,Naperville,Will County/DuPage County,IL,Illinois,City,41.74917,-88.16202,147100,50073,109468,4864.937,90.2
SO - 0005049,2014-01-04,Export,USD,NXH382,10,3343.3,33433.0,2240.011,Jabbercube Corp,Product 2,Virginia Beach,Virginia Beach city,VA,Virginia,City,36.85293,-75.97799,452745,166242,66634,31192.989,93.3
SO - 0006302,2014-01-04,Export,USD,AXW291,10,3953.0,39530.0,3360.05,Pfizer Corp,Product 18,Brookline,Norfolk County,MA,Massachusetts,Town,42.32385,-71.142,59195,25324,95518,36169.95,91.5
SO - 0006801,2014-01-04,Distributor,USD,AXW291,9,1072.0,9648.0,621.76,Mycone Ltd,Product 26,Jeffersonville (Township),Clark County,IN,Indiana,Township,38.31459,-85.73894,60853,24048,44987,9026.24,93.56
SO - 0003174,2014-01-04,Distributor,USD,NXH382,11,6150.6,67656.6,4920.48,Yombu Corp,Product 15,Westminster,Orange County,CA,California,City,33.75918,-118.00673,92114,27309,53455,62736.12,92.73
SO - 0003330,2014-01-04,Export,USD,AXW291,9,1306.5,11758.5,535.665,Walgreen Corp,Product 5,Waterloo,Black Hawk County,IA,Iowa,City,42.49276,-92.34296,68460,28430,41933,11222.835,95.44
SO - 0006166,2014-01-04,Wholesale,USD,GUT930,9,6458.8,58129.2,5489.98,Buzzbean Group,Product 2,Bloom,Cook County,IL,Illinois,Township,41.51591,-87.60098,91132,31948,48088,52639.22,90.56
SO - 0006226,2014-01-04,Wholesale,USD,GUT930,9,1125.6,10130.4,810.432,GOOD Ltd,Product 15,Bonita Springs,Lee County,FL,Florida,City,26.33981,-81.7787,51704,19634,53955,9319.968,92.0
SO - 0007158,2014-01-04,Wholesale,USD,GUT930,8,2479.0,19832.0,1884.04,True Ltd,Product 23,North,Lake County,IN,Indiana,Township,41.61329,-87.47085,157105,58240,44334,17947.96,90.5
SO - 0003936,2014-01-04,Wholesale,USD,FLR025,10,2003.3,20033.0,1282.112,Voolia Ltd,Product 21,Jersey City,Hudson County,NJ,New Jersey,City,40.72816,-74.07764,264290,99058,59537,18750.888,93.6
SO - 0001979,2014-01-04,Distributor,USD,GUT930,12,1835.8,22029.6,1193.27,Yombu Corp,Product 2,Eastvale,Riverside County,CA,California,City,33.96358,-117.56418,59039,13189,110927,20836.33,94.58
SO - 0002523,2014-01-04,Export,USD,AXW291,5,3999.9,19999.5,1639.959,Centizu Company,Product 1,Lawton,Comanche County,OK,Oklahoma,City,34.60869,-98.39033,96655,33255,42493,18359.541,91.8
SO - 0008762,2014-01-04,Wholesale,USD,GUT930,9,3892.7,35034.3,2257.766,Browsebug Company,Product 8,Novato,Marin County,CA,California,City,38.10742,-122.5697,55530,21403,78439,32776.534,93.56
SO - 000725,2014-01-04,Wholesale,USD,AXW291,9,2512.5,22612.5,1658.25,Internatio Company,Product 26,West Hartford (CDP),Hartford County,CT,Connecticut,CDP,41.76204,-72.74204,63396,24935,86569,20954.25,92.67
SO - 000450,2014-01-04,Wholesale,USD,AXW291,7,1078.7,7550.9,906.108,Gigabox Group,Product 25,Waterloo,Black Hawk County,IA,Iowa,City,42.49276,-92.34296,68460,28430,41933,6644.792,88.0
SO - 0001724,2014-01-04,Wholesale,USD,AXW291,11,1038.5,11423.5,633.485,Twitterbri Ltd,Product 25,Warren,Lake County,IL,Illinois,Township,42.37285,-87.94653,64505,23406,80585,10790.015,94.45
SO - 0002078,2014-01-04,Wholesale,USD,AXW291,5,3999.9,19999.5,3279.918,Wordtune Company,Product 29,Lodi,San Joaquin County,CA,California,City,38.1302,-121.27245,64596,22423,49316,16719.582,83.6
SO - 0002795,2014-01-04,Wholesale,USD,AXW291,12,3872.6,46471.2,2517.19,Buzzbean Group,Product 26,Lakewood,Los Angeles County,CA,California,City,33.85363,-118.13396,81611,26083,79193,43954.01,94.58
SO - 0004247,2014-01-04,Export,USD,AXW291,6,3879.3,23275.8,2056.029,Realpoint Corp,Product 24,Salinas,Monterey County,CA,California,City,36.67774,-121.6555,157380,40892,49840,21219.771,91.17
SO - 0004592,2014-01-04,Wholesale,USD,AXW291,12,5406.9,64882.8,3676.692,Viva Ltd,Product 12,Bellflower,Los Angeles County,CA,California,City,33.88168,-118.11701,78441,23176,48823,61206.108,94.33
SO - 0005716,2014-01-04,Wholesale,USD,AXW291,12,234.5,2814.0,189.945,Skidoo Company,Product 20,Vineland,Cumberland County,NJ,New Jersey,City,39.48623,-75.02573,60818,20825,49453,2624.055,93.25
SO - 0006790,2014-01-04,Wholesale,USD,AXW291,10,2532.6,25326.0,1696.842,Aibox Company,Product 12,Bossier City,Bossier Parish,LA,Louisiana,City,32.51599,-93.73212,68094,25540,47342,23629.158,93.3
SO - 0006962,2014-01-04,Distributor,USD,AXW291,9,2720.2,24481.8,1251.292,Rhynoodle Ltd,Product 4,Somerville,Middlesex County,MA,Massachusetts,City,42.3876,-71.0995,80318,32181,73106,23230.508,94.89
SO - 0007587,2014-01-04,Export,USD,AXW291,10,2391.9,23919.0,1363.383,Quimm Company,Product 13,West Covina,Los Angeles County,CA,California,City,34.06862,-117.93895,108484,30816,69189,22555.617,94.3
SO - 0008464,2014-01-04,Distributor,USD,GUT930,5,3852.5,19262.5,1695.1,Fivechat Company,Product 15,Wheatland,Will County,IL,Illinois,Township,41.68178,-88.20282,83950,24542,128509,17567.4,91.2
SO - 0002445,2014-01-04,Distributor,USD,AXW291,11,1005.0,11055.0,814.05,Skyble Corp,Product 13,Appleton,Outagamie County/Calumet County/Winnebago County,WI,Wisconsin,City,44.27795,-88.38826,74139,28447,53588,10240.95,92.64
SO - 0001629,2014-01-04,Distributor,USD,NXH382,8,2787.2,22297.6,1254.24,Epic Group,Product 13,Irondequoit (CDP),Monroe County,NY,New York,CDP,43.2134,-77.57972,51594,22203,54275,21043.36,94.38
SO - 0004196,2014-01-04,Distributor,USD,GUT930,6,1011.7,6070.2,829.594,Voonyx Group,Product 1,Bloomington City,McLean County,IL,Illinois,Township,40.47578,-88.96991,78292,31110,62254,5240.606,86.33
SO - 0004344,2014-01-04,Distributor,USD,AXW291,8,5447.1,43576.8,2723.55,State Ltd,Product 6,Midland,Martin County/Midland County,TX,Texas,City,32.02464,-102.11347,132950,43214,69173,40853.25,93.75
SO - 0004511,2014-01-04,Distributor,USD,AXW291,10,1239.5,12395.0,942.02,Liberty Group,Product 28,Greenburgh,Westchester County,NY,New York,Town,41.02928,-73.84285,92029,32764,115754,11452.98,92.4
SO - 0006153,2014-01-04,Wholesale,USD,AXW291,11,1078.7,11865.7,852.173,Realbuzz Ltd,Product 18,Fountain Valley,Orange County,CA,California,City,33.70918,-117.95367,56987,18842,82367,11013.527,92.82
SO - 0006716,2014-01-04,Distributor,USD,AXW291,8,207.7,1661.6,93.465,Rooxo Company,Product 26,Blue Springs,Jackson County,MO,Missouri,City,39.01695,-94.28161,54148,19132,63753,1568.135,94.38
SO - 0007510,2014-01-04,Wholesale,USD,AXW291,9,3035.1,27315.9,1335.444,Rooxo Company,Product 5,Union,Union County,NJ,New Jersey,Township,40.69527,-74.26908,58128,20522,75742,25980.456,95.11
SO - 0010159,2014-01-04,Export,USD,GUT930,9,2485.7,22371.3,1043.994,BTA Corp,Product 25,Rogers,Benton County,AR,Arkansas,City,36.33202,-94.11854,63159,21295,52943,21327.306,95.33
SO - 0010333,2014-01-04,Export,USD,AXW291,9,1005.0,9045.0,663.3,Avamba Company,Product 4,Milton,DuPage County,IL,Illinois,Township,41.85857,-88.08948,118844,43510,84039,8381.7,92.67
SO - 0009096,2014-01-04,Wholesale,USD,AXW291,9,5594.5,50350.5,4083.985,Browsetype Corp,Product 25,Capital,Sangamon County,IL,Illinois,Township,39.79106,-89.64457,116358,50476,49925,46266.515,91.89
SO - 0008999,2014-01-04,Distributor,USD,AXW291,8,5601.2,44809.6,2632.564,Rhynoodle Ltd,Product 15,Greenburgh,Westchester County,NY,New York,Town,41.02928,-73.84285,92029,32764,115754,42177.036,94.12
SO - 0001795,2014-01-05,Wholesale,USD,GUT930,9,4006.6,36059.4,3205.28,Accudial Company,Product 13,Cicero (Township),Cook County,IL,Illinois,Township,41.84454,-87.75929,83886,21721,41866,32854.12,91.11
SO - 0001318,2014-01-05,Wholesale,USD,NXH382,8,1983.2,15865.6,1487.4,Zooveo Company,Product 14,South Bend,St. Joseph County,IN,Indiana,City,41.68338,-86.25001,101516,39448,34523,14378.2,90.62
SO - 000490,2014-01-05,Wholesale,USD,AXW291,7,234.5,1641.5,187.6,Quaxo Ltd,Product 26,Redwood City,San Mateo County,CA,California,City,37.48522,-122.23635,85288,29049,84934,1453.9,88.57
SO - 0010609,2014-01-05,Export,USD,GUT930,12,951.4,11416.8,780.148,Dynazzy Company,Product 25,Riverside,Riverside County,CA,California,City,33.95333,-117.39611,322424,91267,57196,10636.652,93.17
SO - 0003300,2014-01-05,Wholesale,USD,GUT930,10,1018.4,10184.0,539.752,Neutrogena Ltd,Product 4,Portsmouth,Portsmouth city,VA,Virginia,City,36.83543,-76.29827,96201,36757,45676,9644.248,94.7
SO - 0007421,2014-01-05,Wholesale,USD,FLR025,10,3839.1,38391.0,2303.46,Avavee Group,Product 5,Capital,Sangamon County,IL,Illinois,Township,39.79106,-89.64457,116358,50476,49925,36087.54,94.0
SO - 0006704,2014-01-05,Wholesale,USD,GUT930,9,5085.3,45767.7,3661.416,Realcube Company,Product 20,Jersey City,Hudson County,NJ,New Jersey,City,40.72816,-74.07764,264290,99058,59537,42106.284,92.0
SO - 0003830,2014-01-05,Export,USD,NXH382,11,187.6,2063.6,80.668,Chatterpoi Corp,Product 17,West Chester,Butler County,OH,Ohio,Township,39.34021,-84.41716,63077,22537,79252,1982.932,96.09
SO - 0002695,2014-01-05,Wholesale,USD,FLR025,5,234.5,1172.5,173.53,Skinder Group,Product 17,Huntington Park,Los Angeles County,CA,California,City,33.98168,-118.22507,59430,14559,34887,998.97,85.2
SO - 0007832,2014-01-05,Distributor,USD,AXW291,11,1266.3,13929.3,848.421,NARS Group,Product 26,Springdale,Washington County/Benton County,AR,Arkansas,City,36.19007,-94.15943,77859,24882,42319,13080.879,93.91
SO - 0003660,2014-01-05,Distributor,USD,AXW291,9,5226.0,47034.0,3814.98,Tambee Company,Product 10,West Haven,New Haven County,CT,Connecticut,City,41.27065,-72.94705,54927,20137,50846,43219.02,91.89
SO - 0008664,2014-01-05,Wholesale,USD,AXW291,10,1092.1,10921.0,556.971,Kazu Corp,Product 19,Longview,Harrison County/Gregg County,TX,Texas,City,32.51934,-94.76459,82287,30577,44544,10364.029,94.9
SO - 0005573,2014-01-05,Wholesale,USD,NXH382,5,2378.5,11892.5,1974.155,Aibox Company,Product 14,Bartlett,Shelby County,TN,Tennessee,City,35.20453,-89.87398,58579,19881,81158,9918.345,83.4
SO - 0006929,2014-01-05,Wholesale,USD,GUT930,11,2666.6,29332.6,2239.944,American Corp,Product 9,Lawrence (Township),Marion County,IN,Indiana,Township,39.8716,-86.01156,123397,48011,50411,27092.656,92.36
SO - 0008546,2014-01-05,Export,USD,AXW291,7,757.1,5299.7,499.686,Feednation Corp,Product 16,Santa Clara,Santa Clara County,CA,California,City,37.35411,-121.95524,126215,43433,98914,4800.014,90.57
SO - 0008494,2014-01-05,Export,USD,NXH382,11,1065.3,11718.3,490.038,GOOD Ltd,Product 26,Cedar Rapids,Linn County,IA,Iowa,City,42.00833,-91.64407,130405,53328,53581,11228.262,95.82
SO - 0010420,2014-01-05,Wholesale,USD,AXW291,8,1038.5,8308.0,830.8,The Ltd,Product 1,Palm Bay,Brevard County,FL,Florida,City,28.03446,-80.58866,107888,37821,43163,7477.2,90.0
SO - 000460,2014-01-05,Wholesale,USD,AXW291,5,1728.6,8643.0,708.726,Gigabox Group,Product 16,The Bronx,Bronx County,NY,New York,Borough,40.83722,-73.88611,1455444,523690,34299,7934.274,91.8
SO - 0002439,2014-01-05,Distributor,USD,GUT930,8,1775.5,14204.0,1047.545,Tagfeed Ltd,Product 8,Westminster,Orange County,CA,California,City,33.75918,-118.00673,92114,27309,53455,13156.455,92.62
SO - 0003678,2014-01-05,Wholesale,USD,NXH382,5,1232.8,6164.0,505.448,Skippad Ltd,Product 26,Palatine (Township),Cook County,IL,Illinois,Township,42.11125,-88.0644,114057,42938,77545,5658.552,91.8
SO - 0005861,2014-01-05,Export,USD,FLR025,5,1869.3,9346.5,972.036,Bath Group,Product 14,Greeley,Weld County,CO,Colorado,City,40.42331,-104.70913,100883,33774,48813,8374.464,89.6
SO - 0002132,2014-01-05,Wholesale,USD,NXH382,7,1775.5,12428.5,727.955,Neutrogena Ltd,Product 6,Madera,Madera County,CA,California,City,36.96134,-120.06072,64208,16791,40457,11700.545,94.14
SO - 0005440,2014-01-05,Distributor,USD,GUT930,11,917.9,10096.9,706.783,ALK-Abello Ltd,Product 5,Springfield,Christian County/Greene County,MO,Missouri,City,37.19415,-93.2913,166810,71268,33557,9390.117,93.0
SO - 0010490,2014-01-05,Distributor,USD,AXW291,7,1085.4,7597.8,846.612,Nlounge Ltd,Product 13,DeSoto,Dallas County,TX,Texas,City,32.58986,-96.85695,52486,18907,59260,6751.188,88.86
SO - 0001280,2014-01-05,Distributor,USD,NXH382,7,931.3,6519.1,391.146,Trunyx Ltd,Product 17,Evanston,Cook County,IL,Illinois,City,42.04114,-87.69006,75527,29263,70041,6127.954,94.0
SO - 0008286,2014-01-05,Wholesale,USD,AXW291,5,1782.2,8911.0,1354.472,American Corp,Product 25,Missouri City,Fort Bend County/Harris County,TX,Texas,City,29.56294,-95.536,74139,23231,87955,7556.528,84.8
SO - 0001079,2014-01-05,Wholesale,USD,FLR025,11,1005.0,11055.0,623.1,Mita Corp,Product 7,Dallas,Rockwall County/Kaufman County/Collin County/Denton County/Dallas County,TX,Texas,City,32.79333,-96.76651,1300092,477249,43781,10431.9,94.36
SO - 000848,2014-01-05,Wholesale,USD,AXW291,9,2217.7,19959.3,1596.744,Army Group,Product 15,Wayne,Allen County,IN,Indiana,Township,41.05238,-85.16209,106185,41596,32194,18362.556,92.0
SO - 0002922,2014-01-05,Wholesale,USD,AXW291,6,247.9,1487.4,123.95,Janyx Group,Product 25,Federal Way,King County,WA,Washington,City,47.32232,-122.31262,95171,34117,55673,1363.45,91.67
SO - 0004967,2014-01-05,Distributor,USD,AXW291,12,3845.8,46149.6,2230.564,Valeant Corp,Product 16,Peabody,Essex County,MA,Massachusetts,City,42.52787,-70.92866,52504,21652,60596,43919.036,95.17
SO - 0005582,2014-01-05,Wholesale,USD,AXW291,7,2539.3,17775.1,1625.152,MEIJER Corp,Product 3,Pasadena,Harris County,TX,Texas,City,29.69106,-95.2091,153784,49256,48004,16149.948,90.86
SO - 0005751,2014-01-05,Wholesale,USD,AXW291,5,1943.0,9715.0,1651.55,Zava Group,Product 2,Chapel Hill,Durham County/Orange County,NC,North Carolina,Town,35.92812,-79.03742,59568,20335,62208,8063.45,83.0
SO - 0008408,2014-01-05,Distributor,USD,AXW291,7,3966.4,27764.8,2379.84,Gabvine Ltd,Product 26,Howell,Monmouth County,NJ,New Jersey,Township,40.18205,-74.19852,52104,17638,93733,25384.96,91.43
SO - 0009501,2014-01-05,Wholesale,USD,NXH382,11,783.9,8622.9,399.789,Realbuzz Ltd,Product 13,Colton,San Bernardino County,CA,California,City,34.0739,-117.31365,54621,15432,41565,8223.111,95.36
SO - 0001410,2014-01-05,Distributor,USD,AXW291,7,180.9,1266.3,85.023,Zoomzone Corp,Product 14,Mount Vernon,Westchester County,NY,New York,City,40.9126,-73.83708,68628,24989,50952,1181.277,93.29
SO - 0002573,2014-01-05,Distributor,USD,NXH382,7,5306.4,37144.8,4351.248,Aromaticos Company,Product 20,New Brunswick,Middlesex County,NJ,New Jersey,City,40.48622,-74.45182,57035,14329,38435,32793.552,88.29
SO - 0004669,2014-01-05,Distributor,USD,GUT930,10,6210.9,62109.0,2857.014,ALK-Abello Ltd,Product 21,Lafayette,Tippecanoe County,IN,Indiana,City,40.4167,-86.87529,71111,30447,40419,59251.986,95.4
SO - 0006419,2014-01-05,Distributor,USD,AXW291,10,1058.6,10586.0,666.918,Skiptube Ltd,Product 14,Oak Park,Cook County,IL,Illinois,Village,41.88503,-87.7845,52287,21612,80196,9919.082,93.7
SO - 0007362,2014-01-05,Export,USD,AXW291,6,1031.8,6190.8,433.356,Rhynoodle Ltd,Product 19,Yucaipa,San Bernardino County,CA,California,City,34.03363,-117.04309,53328,18198,56452,5757.444,93.0
SO - 0008591,2014-01-05,Distributor,USD,AXW291,9,797.3,7175.7,422.569,Mylan Corp,Product 25,Bellevue,Sarpy County,NE,Nebraska,City,41.13667,-95.89084,55510,20598,57719,6753.131,94.11
SO - 0005733,2014-01-05,Wholesale,USD,NXH382,11,2726.9,29995.9,1636.14,Realbuzz Ltd,Product 17,Pleasanton,Alameda County,CA,California,City,37.66243,-121.87468,79510,26020,124759,28359.76,94.55
SO - 0010693,2014-01-05,Wholesale,USD,AXW291,9,3289.7,29607.3,2500.172,Viva Ltd,Product 3,Moore,Cleveland County,OK,Oklahoma,City,35.33951,-97.4867,60451,21759,58169,27107.128,91.56
SO - 0007547,2014-01-05,Wholesale,USD,FLR025,5,221.1,1105.5,101.706,Skinder Group,Product 2,Pasco,Franklin County,WA,Washington,City,46.23958,-119.10057,69451,19522,55319,1003.794,90.8
SO - 0003671,2014-01-05,Wholesale,USD,AXW291,5,3343.3,16716.5,1370.753,Wise Company,Product 27,Edmond,Oklahoma County,OK,Oklahoma,City,35.65283,-97.4781,90092,32601,71974,15345.747,91.8
SO - 0004962,2014-01-05,Distributor,USD,GUT930,8,5996.5,47972.0,5097.025,WOCKHARDT Group,Product 13,Palm Coast,Flagler County,FL,Florida,City,29.58497,-81.20784,82893,28169,48369,42874.975,89.38
